time,step,loss
1509718823.9349234,0,2.2927191257476807
1509718829.805468,100,2.208558797836304
1509718836.694888,200,2.18202805519104
1509718841.6200829,300,2.0725018978118896
1509718845.4694128,400,1.968937516212464
1509718849.7672713,500,1.7845214605331419
1509718854.2047462,600,1.995887756347656
1509718857.9000747,700,1.80624794960022
1509718861.7472641,800,1.996989130973816
1509718865.5204728,900,1.9346128702163696
1509718869.5737455,1000,1.8203474283218384
1509718873.4562154,1100,1.875601887702942
1509718877.2695453,1200,1.8758738040924072
1509718881.2305086,1300,1.8504384756088257
1509718885.0235975,1400,1.8177832365036009
1509718888.805975,1500,1.7974684238433838
1509718892.5764954,1600,1.8876953125
1509718896.2892663,1700,1.8803882598876955
1509718900.0227935,1800,1.906624436378479
1509718903.7574785,1900,1.9423784017562864
1509718907.585166,2000,1.7336511611938477
1509718911.4067273,2100,1.7644702196121216
1509718915.1443653,2200,1.6532577276229858
1509718919.2919474,2300,1.6270093917846682
1509718923.119543,2400,1.6328824758529663
1509718926.941876,2500,1.953555703163147
1509718930.6338775,2600,1.5483907461166382
1509718934.3379412,2700,1.7213175296783447
1509718938.134897,2800,1.685446858406067
1509718942.8100786,2900,1.5944801568984983
1509718947.7183435,3000,1.6768685579299931
1509718951.8445225,3100,1.9653241634368896
1509718956.1005485,3200,2.0670695304870605
1509718960.4884346,3300,1.8984380960464484
1509718965.28556,3400,1.671344518661499
1509718969.577325,3500,1.6522151231765747
1509718974.2682614,3600,1.5038926601409912
1509718978.5790744,3700,1.641265630722046
1509718982.4766178,3800,1.902722716331482
1509718986.1929376,3900,1.3743317127227783
1509718990.5238366,4000,1.7819057703018188
1509718995.0491116,4100,1.5796966552734375
1509718999.2670898,4200,1.5579787492752075
1509719003.6523845,4300,1.5335627794265747
1509719007.6654053,4400,1.5323073863983154
1509719011.6146324,4500,1.429633855819702
1509719015.9195588,4600,1.6022895574569702
1509719019.8814015,4700,1.6398104429244995
1509719023.8179688,4800,1.8144333362579343
1509719027.6859224,4900,1.6078161001205444
1509719031.5057225,5000,1.425052046775818
1509719035.1706483,5100,1.766602635383606
1509719038.9221632,5200,1.4278899431228638
1509719042.6150472,5300,1.609579086303711
1509719046.6031346,5400,1.4380970001220703
1509719050.40078,5500,1.4348660707473757
